CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
139282,NM,M,1208,497,670,13,33095,4,45,603,574,13.0,1,4901,S1,23.0
79562,WI,male,677,272,387,0,15924,3,77,372,331,11.25,2,7006,S2,19.0
136466,AZ,M,1079,623,648,0,20170,9,18,614,650,27.0,1,5108,C2,10.0
70835,MI,F,354,207,295,0,9393,2,91,234,266,6.111111111,0,1912,R3,9.0
8195,IL,M,354,188,292,0,10233,1,88,258,231,7.733333333,2,3910,R3,6.0
28340,GA,F,1216,541,687,2,29297,0,49,621,527,5.909090909,0,4401,S1,10.0
19235,NC,M,538,238,331,1,12431,5,71,313,269,15.33333333,2,2108,T2,25.0
29345,GA,F,618,325,412,0,12727,0,85,363,375,7.25,0,5001,0,17.0
58728,KY,M,184,129,221,0,6801,0,77,152,192,10.4,0,4811,R3,20.0
158390,NV,F,950,365,427,0,15436,4,22,402,390,9.5,28,3709,U2,10.0
31400,GA,F,650,267,355,3,11773,0,74,304,322,6.5,2,0,T2,10.0
124872,TX,M,550,282,433,2,15296,3,83,401,365,5.518518519,1002,1908,C2,5.0
175917,OR,F,866,308,465,5,16560,5,54,375,410,13.33333333,0,2510,R2,15.0
156473,CA,F,2130,315,380,63,11583,40,35,309,380,5.705882353,2,1601,U2,6.0
91835,IL,F,978,301,467,0,14771,4,86,434,355,5.0,2,501,S2,5.0
29348,GA,M,598,283,362,1,12093,0,77,318,327,5.055555556,1,0,R2,5.0
18257,NC,M,487,273,314,0,13272,1,76,308,275,4.0,0,0,T2,5.0
69822,MI,F,859,473,529,2,16331,2,86,499,503,10.33333333,0,4601,T2,15.0
139180,NM,F,359,164,242,0,7312,2,70,186,223,8.222222222,28,2001,R3,15.0
185080,CA,F,2298,374,604,64,31281,12,12,514,473,98.78571429,0,0,C2,200.0
151904,CA,M,1088,278,380,19,15011,18,35,308,335,10.83333333,0,1601,C2,15.0
107895,LA,M,646,228,291,0,10918,3,72,237,299,3.190476191,1,4711,U3,3.0
72844,MI,F,740,401,491,1,15718,3,84,450,446,5.764705882,0,2005,T1,10.0
55756,MS,F,743,465,540,5,22415,2,26,483,495,7.555555556,28,0,C1,10.0
59249,IN,M,1781,762,853,38,27556,3,44,776,835,15.0,1,7501,S1,15.0
132844,WY,male,518,303,346,0,11266,0,35,318,313,13.27586207,0,0,T2,11.0
4225,NV,M,1003,258,386,5,15748,12,13,322,318,7.038461539,1,907,0,10.0
136150,AZ,Female,988,310,372,3,14315,3,26,327,372,23.38888889,0,1508,R2,50.0
66037,MI,M,1478,576,606,14,19378,5,63,605,575,15.125,1,4802,T1,21.0
95728,IL,F,687,405,452,0,14237,4,69,410,431,12.83333333,0,2806,S2,15.0
174895,OR,F,457,187,267,0,12886,8,15,256,197,15.0,0,2501,T3,21.0
165056,CA,F,1884,454,490,33,14776,5,64,458,490,7.6875,0,5405,C2,5.0
112367,AR,Female,516,272,344,0,11682,1,60,337,303,5.578947368,2,2101,T2,10.0
147190,CA,F,1545,305,376,12,10242,31,40,326,360,16.25,28,4801,U3,10.0
5613,CA,F,2880,511,587,91,25314,9,55,539,566,8.315789474,2,3501,0,12.0
43126,FL,F,845,334,511,13,25715,6,10,351,496,4.875,0,4901,C2,5.0
53753,TN,F,1239,534,653,11,23901,4,42,571,624,15.84615385,0,5307,S1,30.0
190651,IL,F,753,387,452,0,17356,6,61,432,417,25.0,28,5201,C1,10.0
12597,CA,F,2885,737,824,94,28134,12,48,773,798,53.85714286,28,0,S1,101.0
164169,CA,M,2292,642,710,70,22186,13,52,670,680,10.0,0,6201,S1,15.0
20106,NC,M,949,303,390,6,14449,1,65,347,347,12.0,1,2601,R2,12.0
143565,CA,F,1387,406,442,4,12732,5,40,464,403,11.4,28,3001,U2,17.0
96080,IL,F,568,220,353,0,12599,0,84,279,282,3.444444444,2,2001,T2,5.0
184492,WA,,917,391,519,4,16290,0,63,463,476,8.571428571,0,2801,T1,9.0
128522,TX,F,243,132,160,0,4960,5,84,147,154,9.0625,0,0,T1,20.0
167551,CA,F,2356,277,401,78,15245,34,38,359,359,15.83333333,0,4401,U1,20.0
101972,MO,F,844,340,358,0,12280,0,69,373,356,20.0,0,0,T2,25.0
75609,IA,M,338,260,386,1,14351,1,92,315,336,4.0,0,1107,R2,10.0
89863,IL,F,1118,510,607,0,22026,12,57,563,562,14.38461539,0,4711,S1,23.0
80310,WI,male,640,376,411,0,12455,2,91,404,384,14.0,1,4401,C2,20.0
2757,MO,F,770,103,278,7,10556,2,48,239,161,8.352941177,28,6112,U3,10.0
56169,MS,F,557,190,346,1,9593,3,71,302,267,20.0,2,0,T2,20.0
104259,KS,F,477,219,314,0,10490,0,55,221,274,9.1,0,4811,T2,15.0
10467,MI,M,1089,541,626,3,19313,3,75,580,581,12.33333333,1,2306,T1,20.0
165494,CA,F,3898,744,816,96,26483,10,51,754,785,15.55555556,0,4507,C1,15.0
124817,TX,M,639,242,269,1,5612,21,73,236,274,6.55,1,6210,0,10.0
149777,CA,F,2215,195,292,68,7978,59,26,260,263,15.0,0,5201,U2,20.0
24272,SC,F,664,219,334,0,18368,3,33,283,286,12.4,0,2307,T2,20.0
147855,CA,M,4548,786,878,96,33442,28,40,848,831,10.0,2,1707,S1,15.0
73144,MI,F,690,304,383,1,12933,2,81,334,353,22.22222222,2,2312,T2,25.0
83220,MN,F,391,280,375,0,12693,0,89,323,326,15.0,28,5401,R2,5.0
17921,NC,F,732,347,462,0,17541,4,75,414,400,7.285714286,28,2801,C2,8.0
184237,WA,male,976,479,571,8,20488,2,47,515,536,8.111111111,0,6201,S1,14.0
132179,CO,F,728,306,330,1,10468,0,50,335,297,11.22222222,0,0,R2,14.0
117922,TX,M,376,179,287,1,10225,0,76,234,234,8.085,1,2307,R2,15.0
76851,IA,M,466,224,311,0,11257,0,84,266,258,16.25,2,1501,R2,20.0
38098,FL,F,1657,264,491,45,23026,29,13,360,388,4.1,0,2701,U2,3.0
138173,AZ,Female,785,390,530,7,20699,8,24,487,465,9.4,28,5401,S1,10.0
161760,CA,F,4058,578,797,92,37190,10,38,701,671,35.0,0,0,T3,35.0
94884,IL,M,927,388,431,0,15328,4,88,464,391,30.0,0,4310,S2,40.0
162820,CA,M,3365,544,621,94,27608,8,59,525,655,17.5,1,5701,U1,25.0
156437,CA,M,2130,315,380,63,11583,40,35,309,380,15.0,0,3401,U2,27.0
141645,NV,F,1446,509,556,14,22085,5,26,520,544,14.8,0,0,S1,35.0
152494,CA,M,2278,525,589,65,18780,1,55,604,571,15.55555556,0,2205,S1,5.0
188492,CO,F,493,220,324,0,12802,3,64,252,264,13.3,2,1303,C2,20.0
177824,OR,F,450,217,269,0,8816,7,53,208,270,7.625,28,4201,R2,9.0
139030,AZ,Female,778,280,313,4,11652,3,12,298,290,6.428571429,0,3701,0,5.0
89500,AZ,Female,1250,218,441,0,13293,2,19,459,328,8.65,0,3301,S3,10.0
48587,AL,Male,425,264,320,0,9998,0,78,245,311,12.33333333,1,2301,R2,15.0
187501,HI,F,4250,299,364,99,12365,4,12,301,363,5.75,0,0,T1,10.0
135888,AZ,M,842,247,321,0,16269,3,4,266,277,12.5,2,0,C3,16.0
67333,MI,F,1092,580,631,0,17240,8,70,587,620,8.333333333,0,5401,S1,8.0
62741,IN,M,625,319,411,2,13847,0,73,362,362,8.5,2,0,R2,11.0
112247,MO,F,643,257,321,0,11257,5,44,272,296,23.33333333,0,4906,C2,25.0
137845,AZ,M,676,379,433,0,13487,3,22,409,380,6.75,1,4601,C1,15.0
59984,IN,F,1101,518,701,10,35560,2,57,631,615,11.66666667,28,1601,S1,17.0
141186,NV,F,706,283,371,0,14352,10,23,316,339,6.47826087,0,3107,S2,12.0
138597,AZ,Female,1573,569,702,33,28844,1,24,572,709,7.235294118,2,3009,T1,11.0
150404,CA,F,1745,386,357,16,10891,23,45,348,398,10.41463415,0,4801,S2,10.0
166521,CA,F,3422,638,807,91,33068,10,52,775,693,18.2,28,4612,S1,27.0
148153,CA,F,3576,661,826,96,29413,14,50,768,729,8.887714286,2,6201,C1,11.0
38266,FL,F,590,267,322,0,8625,40,29,319,304,15.0,0,2201,U3,10.0
161108,CA,M,996,277,330,10,8189,14,61,284,300,5.25,1,0,U2,5.0
44406,FL,F,945,292,456,7,17575,2,29,317,376,4.625,0,3901,C2,10.0
8669,IL,F,1757,472,588,28,20587,15,60,488,560,8.388888889,2,5206,S1,10.0
173702,HI,M,2609,486,555,73,16626,6,59,497,542,4.5,0,2401,S1,25.0
174956,OR,F,598,276,374,2,12592,4,49,333,322,7.25,2,1101,T2,10.0
52592,TN,F,667,313,370,0,11897,0,79,325,352,9.090909091,0,4206,T2,10.0
80505,WI,F,673,358,416,0,13043,1,78,383,381,12.11111111,0,3608,S2,20.0
188734,HI,J,3500,269,285,99,8815,5,8,264,292,5.375,14002,0,T2,5.0
148569,CA,M,1443,280,328,4,6221,45,39,272,329,10.4,1,3901,U4,19.0
2262,CA,F,1778,411,503,27,18236,21,41,480,439,6.527777778,0,4003,U1,12.5
41091,FL,F,661,211,251,0,12774,3,14,236,247,7.214285714,2,2607,C2,10.0
30047,GA,F,436,279,383,2,12382,2,81,302,351,7.052631579,2,5201,R2,10.0
167580,CA,M,2394,385,444,70,21417,29,36,382,439,10.0,1,0,U1,21.0
76030,IA,M,551,304,378,0,14020,1,70,322,338,6.727272727,1,5401,S2,14.0
21003,NC,F,517,213,269,0,8518,2,70,256,240,12.22222222,2,0,R3,10.0
149117,CA,F,2549,610,621,92,19524,11,51,616,590,15.0,0,0,C2,30.0
47810,AL,F,465,271,336,0,9970,1,79,313,312,4.5,0,0,R2,7.0
112301,TX,,435,314,431,0,13352,2,72,357,378,7.4,0,0,R3,10.0
100218,MO,F,665,224,323,0,12187,1,90,246,276,5.466666667,2,1701,U3,8.0
14154,AL,F,801,393,473,0,16846,0,42,488,409,16.5,0,2201,T1,15.0
16014,NC,M,628,322,399,1,13033,0,85,363,362,10.53846154,1,0,T2,10.0
140723,TX,M,729,402,500,0,18754,2,43,434,442,17.66666667,1,2009,C1,40.0
169346,CA,F,818,156,192,1,5422,16,65,155,195,7.642857143,0,5101,C3,10.0
61536,IN,M,561,363,422,0,15208,4,73,376,386,12.5,0,0,C3,25.0
154544,CA,F,653,194,292,2,12177,5,35,218,252,7.935666667,2,5304,T2,20.0
185149,IL,M,396,280,368,0,12044,1,78,318,335,8.647058824,2,2103,T3,5.0
186251,CA,F,3836,491,706,95,32838,4,41,616,579,13.06666667,0,1002,U1,17.0
44582,FL,M,427,162,215,0,10083,7,8,194,168,3.357142857,1,1901,T3,5.0
177516,OR,M,718,193,311,1,11481,3,36,243,274,13.42857143,1,2102,R2,37.0
107693,NE,F,259,265,349,0,11187,0,85,311,316,7.346153846,0,4401,R2,10.0
33512,FL,F,397,138,245,1,7456,1,71,168,216,13.0,0,3401,R3,19.0
105431,KS,M,332,218,330,0,11739,1,81,278,269,11.4,1,4301,R2,25.0
188639,OR,M,932,442,558,2,22287,4,43,506,519,18.26666667,1,2401,C1,24.0
36472,FL,F,2250,254,415,55,24752,28,1,319,333,7.142857143,0,4001,C1,13.0
166864,CA,F,5222,799,966,98,40664,3,58,906,843,15.0,0,2001,S1,25.0
176680,OR,F,834,222,448,5,15044,5,39,377,306,7.916666667,0,4702,C1,5.0
49722,AL,F,1332,553,648,4,21032,6,53,547,645,3.5,0,0,R2,3.0
191528,TX,F,814,498,550,0,16756,5,64,518,532,8.5,28,4101,0,20.0
10631,AL,,550,752,0,0,14633,0,69,0,601,10.96296296,0,0,C3,15.0
118736,TX,M,550,238,255,0,11519,4,64,251,255,25.0,1,3001,C2,25.0
36479,FL,M,1227,249,457,8,22670,24,4,336,346,7.428571429,1,1502,C2,10.0
182800,WA,male,1006,427,458,5,16068,4,35,411,464,14.0952381,2,0,T2,21.0
36165,FL,M,1569,553,684,24,27532,4,15,605,626,18.33333333,0,2501,C1,20.0
66187,MI,F,701,490,587,0,18230,1,93,578,521,15.0,28,0,S2,15.0
189258,MD,F,1354,515,540,14,22028,1,61,506,530,8.636363636,0,0,T1,15.0
12853,NV,F,614,196,256,0,9308,2,25,272,227,8.038961039,2,2710,T3,12.0
188377,IL,F,940,285,406,1,13571,16,68,339,333,7.857142857,0,1909,0,5.0
139926,NM,F,2056,545,756,51,26183,4,49,597,658,17.66666667,28,0,T1,20.0
10851,CA,M,800,303,288,0,9847,13,45,249,298,12.10869565,0,0,T2,35.0
119366,TX,M,554,312,356,0,15583,4,61,346,333,4.578947368,1,6212,C1,6.0
150260,CA,F,2182,555,569,67,17516,13,57,561,559,6.590909091,0,2009,S2,10.0
73272,MI,F,929,437,481,1,13814,1,88,446,465,12.875,0,2302,T2,15.0
43101,FL,F,2379,464,755,66,31616,8,18,651,596,19.0,0,4903,C1,10.0
50640,FL,M,908,415,471,5,15683,11,31,422,465,6.055555556,2,2101,T2,5.0
190577,TX,F,786,385,466,0,16433,5,67,493,391,11.71428571,2,5601,T1,30.0
96003,IL,F,450,258,339,0,11241,0,61,310,301,4.8,0,2201,R2,6.0
185913,CA,M,2223,413,415,67,10217,70,22,331,492,5.666666667,0,0,S2,10.0
54259,TN,M,553,219,319,1,11263,2,76,249,275,10.0,0,3201,0,15.0
85003,MN,M,331,248,326,0,10969,1,83,291,276,5.470588235,0,0,R2,8.0
5074,CA,M,1089,296,352,3,12998,10,51,324,328,22.88235294,1,1705,S2,31.0
33359,FL,F,737,357,441,0,16190,4,29,382,395,8.428571429,28,3606,S2,10.0
103982,MO,M,486,237,301,0,10474,1,68,261,274,11.82352941,1,3310,R2,15.0
118564,TX,F,376,180,281,1,10145,2,83,214,244,3.5,0,3611,R3,5.0
136991,AZ,M,1074,469,516,11,18042,2,34,472,510,9.363636364,0,4207,T1,15.0
133305,ID,M,717,267,410,4,12937,0,53,304,381,8.75,0,2801,R2,5.0
112148,AR,M,543,198,285,1,11363,2,33,224,252,14.42857143,1,1511,T2,25.0
25804,GA,M,1276,523,572,29,16775,2,53,516,571,32.33333333,1,5601,T1,41.0
20167,NC,M,451,183,274,1,11232,1,84,226,236,18.33333333,1002,0,R2,25.0
79717,WI,male,860,409,479,0,16458,3,64,469,442,12.5,1,5701,S1,15.0
32950,FL,F,465,271,338,0,11843,2,49,295,298,5.285714286,2,4208,S2,5.0
187604,TN,,1349,481,628,21,22094,4,45,593,521,5.3,0,0,T1,11.0
45158,FL,F,917,250,374,0,14202,11,16,286,318,8.5,0,3408,C2,10.0
145885,CA,F,3130,564,682,79,25384,18,47,624,631,20.0,0,3801,S1,20.0
104401,KS,F,850,270,534,4,14689,8,48,468,360,10.35714286,0,2702,C1,15.0
176491,OR,F,550,289,363,1,12798,3,58,345,327,16.5,0,0,R2,25.0
89873,IL,F,1865,549,669,43,20320,6,74,609,644,13.25,0,4506,T1,11.0
1673,UT,F,1033,427,536,14,12145,1,72,448,510,9.6875,0,3001,T1,40.0
12874,MN,F,403,199,301,0,10368,2,80,260,253,7.571428571,2,1606,R2,10.0
188851,CA,M,2192,400,573,60,15755,31,48,410,515,24.0,1,1601,S2,23.0
160258,CA,M,2656,437,531,85,19931,18,46,492,488,8.7,0,1803,C1,15.0
108760,LA,F,564,211,285,1,8384,0,86,251,254,15.0,2,0,R3,22.0
187696,TX,F,1182,269,482,0,16352,12,39,374,361,17.5,28,0,C1,10.0
66199,MI,F,646,377,439,0,18681,2,80,399,408,4.666666667,0,0,S2,5.0
104905,KS,F,877,382,554,1,22091,2,42,503,460,11.42857143,0,5401,S1,15.0
102665,MO,M,424,215,277,0,9603,0,81,255,242,8.75,1,4001,C3,20.0
137199,AZ,Female,723,270,386,0,20233,8,1,335,321,7.6,2,808,C1,10.0
159507,CA,F,928,409,541,5,19428,1,65,484,456,20.0,0,2301,T2,20.0
137577,AZ,M,1052,505,525,0,27683,0,54,505,525,7.2,0,0,S1,10.0
113805,OK,F,392,216,355,0,14127,0,81,238,322,10.95454546,0,2001,T2,20.0
46203,CA,F,2347,471,669,68,30302,12,41,570,574,7.8,0,3701,U1,10.0
78753,WI,F,668,174,330,0,12685,7,73,271,241,3.285714286,0,1801,U2,3.0
189711,AZ,M,727,350,426,0,20399,5,13,381,399,4.625,1,0,S2,10.0
160972,CA,M,1053,607,647,1,23739,4,40,631,609,28.53846154,1,1901,T1,53.0
28514,GA,F,2159,871,968,59,39328,11,17,905,938,7.333333333,0,4801,S1,21.0
51469,TN,F,616,295,341,0,12508,3,64,311,316,7.333333333,28,5401,C2,10.0
4693,CA,F,2421,552,556,89,15948,14,50,544,568,12.14634146,0,4005,C1,18.0
22664,SC,F,386,202,291,0,8534,0,92,256,254,15.44444444,0,0,R3,17.0
39967,FL,M,1289,394,610,20,27608,9,9,476,521,50.0,1,3001,C2,75.0
60490,IN,F,874,510,555,4,18907,0,73,516,543,17.33333333,0,5201,T1,60.0
74523,MI,F,441,228,331,0,11359,1,82,288,279,8.083333333,0,0,C3,10.0
70146,MI,F,606,509,503,0,15017,4,83,530,461,6.875,2,3807,T2,10.0
125501,TX,F,527,276,329,1,10096,5,83,315,289,13.0,28,4801,U3,14.0
38853,IN,F,655,329,376,0,11645,3,71,369,344,6.35,2,2807,U3,12.0
25591,GA,F,0,0,0,0,0,0,0,0,0,6.428571429,0,0,C3,13.0
66610,MI,F,1102,404,591,1,21178,5,68,540,470,15.0,2,2401,S2,10.0
11738,CA,M,3818,584,708,97,27062,13,43,637,649,8.75,1,1301,S1,10.0
117026,TX,M,481,243,323,0,10964,0,84,265,282,8.666666667,3,3801,S3,9.0
59588,IN,M,421,268,323,0,9593,1,80,310,295,2.971428571,0,2001,R2,3.0
162997,CA,F,550,137,426,0,18812,66,18,218,296,16.0,2,3701,U3,21.0
136747,AZ,Female,656,388,411,0,15381,7,36,397,395,6.384615385,2,3401,S2,6.0
115088,OK,F,586,241,387,3,20826,1,70,351,348,8.0,0,2001,T2,17.0
168358,CA,M,1401,232,305,16,10481,41,39,252,274,14.33333333,1,5501,U3,10.0
24896,SC,M,1974,433,571,48,26435,5,28,469,528,10.33333333,1,3012,C1,15.0
157061,CA,F,5886,1096,1116,98,82369,14,50,1500,1005,20.0,0,0,S1,25.0
127795,TX,M,557,319,411,0,16016,0,70,370,368,7.0,1,5107,C2,15.0
13215,CA,M,1416,293,376,18,12588,2,62,321,357,11.0,1,5001,R2,21.0
129899,CO,M,688,232,312,1,11778,3,52,305,267,12.5,0,2201,S2,12.0
156428,CA,F,1610,317,396,5,17698,15,44,310,375,8.055555556,0,2610,U1,9.0
157284,CA,F,5500,480,775,97,40224,5,64,535,597,15.0,0,1501,S1,20.0
147508,CA,F,2352,363,530,71,18059,18,44,478,434,15.0,0,0,S2,10.0
37575,FL,M,1938,400,606,50,34430,56,10,482,500,55.0,1,0,U1,50.0
91787,IL,F,1705,512,659,35,20460,17,74,565,610,12.5,2,4601,S1,25.0
160292,CA,M,861,243,289,0,6630,44,49,240,280,10.88888889,2,1304,R3,16.0
32288,FL,F,875,119,191,25,9084,10,0,188,142,8.0,2,3601,C3,10.0
14152,UT,M,738,380,447,0,16793,2,79,400,402,7.4,1,4508,C2,10.0
115346,OK,F,251,183,265,0,8947,0,75,212,238,9.4,0,4201,R3,25.0
18339,NC,M,469,192,280,1,9448,0,84,222,245,10.0,1,4801,R2,10.0
26645,GA,F,681,318,377,2,12180,0,71,337,355,7.375,2,4901,R2,15.0
85617,MN,M,486,262,348,0,10756,1,66,299,310,8.0,0,1801,R2,9.0
66830,MI,F,943,464,464,5,15214,1,80,465,435,10.0,0,2901,T2,10.0
152847,CA,M,2799,518,599,85,29620,7,28,576,554,14.80952381,1,2001,S1,37.0
51426,TN,M,531,226,322,1,10808,1,76,248,283,11.66666667,1,4601,T2,25.0
42068,FL,F,645,199,262,1,10201,2,26,215,241,8.6875,2,1801,T2,10.0
66797,MI,M,1595,562,758,35,23981,4,82,663,700,23.0,1,0,S1,30.0
120203,TX,F,567,334,531,4,17087,1,85,399,446,14.0,28,3501,R2,20.0
113560,OK,M,930,519,594,1,20445,5,42,551,560,12.75,1,2804,S1,25.0
188854,OR,F,851,338,392,0,15286,6,44,321,400,8.833333333,0,2401,0,5.0
80378,WI,F,689,235,338,0,11586,5,81,341,257,4.857142857,2,1209,T2,5.0
148227,CA,M,2413,564,560,88,16288,25,40,566,553,10.75,1002,2801,S1,10.0
129360,TX,M,749,228,377,0,14895,5,65,295,289,5.636363636,0,5512,S2,15.0
187628,KY,,896,455,507,1,18693,1,79,464,493,10.28571429,0,0,T1,19.0
117177,TX,F,505,304,425,0,13296,18,68,366,351,6.0,0,1512,U3,9.0
13748,CA,F,4104,811,876,98,29544,21,36,848,827,10.30769231,0,2509,0,12.0
173563,HI,F,2027,360,447,50,14005,15,47,382,421,10.6,0,3001,T2,30.0
39869,FL,F,2171,545,665,60,22696,9,19,613,612,15.0,28,0,S2,21.0
188316,FL,F,661,320,299,0,10910,0,24,325,310,13.1,28,2305,S3,10.0
74345,MI,M,538,251,298,0,10118,2,84,258,281,10.1875,72,3504,T2,25.0
57496,KY,M,460,299,353,1,11756,1,83,331,321,15.75,0,3510,T2,25.0
65806,MI,F,814,430,505,0,16948,8,79,468,471,4.80952381,0,3109,U2,5.0
152054,CA,F,2297,512,607,71,20184,13,49,550,562,11.83333333,2,2401,S1,25.0
191064,TN,F,297,130,208,1,8510,0,68,163,179,4.727272727,0,2001,C3,3.0
117847,TX,M,393,287,363,0,11982,0,59,313,314,20.0,1,4601,T2,20.0
137626,AZ,M,675,354,407,0,11717,0,61,357,397,20.0,1,4801,R2,20.0
39659,FL,M,897,208,317,14,13239,9,12,240,259,12.33333333,0,5401,S3,20.0
136607,AZ,M,1402,460,628,3,23187,5,11,545,548,14.625,0,2112,C1,32.0
61745,IN,M,566,315,329,1,12827,2,74,310,326,17.5,0,6401,T2,20.0
29875,GA,M,1483,673,774,25,27393,6,47,695,744,20.0,1002,5901,C1,20.0
7174,IL,F,504,289,356,0,11074,1,81,355,296,8.363636364,0,301,T2,10.0
166416,CA,M,1394,242,300,13,11177,28,43,263,302,20.0,1,5301,U2,20.0
95408,IL,F,739,353,486,1,17038,0,77,415,436,10.0,0,5201,R2,15.0
102181,MO,F,915,307,537,0,22420,2,56,442,385,13.3,0,3404,S1,15.0
155851,CA,F,978,200,307,1,13560,6,25,291,256,20.0,28,6201,C2,20.0
40421,FL,M,1270,363,519,15,17548,8,26,471,429,6.269230769,1002,3911,C1,5.0
26346,GA,F,1717,443,645,29,21385,3,55,511,588,9.0,0,3201,S1,10.0
152621,CA,M,2449,464,519,75,19318,11,37,472,518,7.615384615,4,1801,C1,10.0
164220,CA,F,2869,630,745,74,24945,6,46,668,686,10.5,2,2601,T1,10.0
190477,WA,male,1212,298,422,17,15314,5,47,354,365,14.66666667,2,0,R1,25.0
58203,KY,M,224,138,218,0,7051,0,81,163,193,5.333333333,1,4401,R3,6.0
115188,OK,F,160,118,218,1,7192,3,68,170,161,10.5,2,3601,R3,16.0
148918,CA,F,1178,322,444,9,14711,2,55,384,370,12.33333333,0,0,C2,21.0
55117,MS,F,668,303,484,0,18900,0,59,456,326,15.0,0,2905,S1,15.0
157106,CA,F,5886,1096,1116,98,82369,14,50,1500,1005,19.3125,0,5111,T1,26.0
183193,WA,F,696,367,423,0,13480,4,33,383,406,9.0,0,5801,S2,31.0
170402,CA,F,1224,228,356,19,15512,8,50,312,325,6.8,0,4301,R1,10.0
52588,TN,,585,212,326,4,13218,1,71,258,286,10.75,0,0,R3,15.0
182356,WA,F,555,305,319,0,11395,6,48,299,331,11.28571429,0,3801,C3,12.0
43052,FL,F,2038,390,670,51,29920,4,23,515,564,8.111111111,0,5407,C1,5.0
120050,TX,M,281,209,313,0,11808,2,84,241,280,15.0,1,0,R2,21.0
186198,UT,F,835,358,426,1,20786,4,65,400,394,13.0625,0,2301,U1,15.0
170864,CA,M,2494,526,728,69,27861,5,59,643,639,11.66666667,28,4201,S1,10.0
126184,TX,F,444,221,272,1,7653,2,73,243,251,5.777777778,0,2801,C3,7.0
25147,SC,M,499,214,276,0,8425,0,78,252,249,3.966666667,72,2101,T1,5.0
81200,WI,male,612,305,372,0,11671,1,84,332,346,20.5,1,2908,R2,5.0
152657,CA,F,1841,376,450,46,17077,8,32,387,435,11.625,0,5001,S2,15.0
16329,NC,F,683,312,354,0,11075,0,78,337,329,4.866666667,0,4701,T2,7.0
87508,MT,F,621,214,297,0,9788,1,47,239,270,6.263157895,1002,5207,R2,9.0
190311,SC,M,550,249,410,0,19689,8,38,419,305,14.35869565,1,0,S2,15.0
165314,CA,F,1203,290,604,0,19183,19,78,413,493,16.5,0,4701,S1,25.0
160570,WA,male,1412,399,457,17,15307,4,58,413,442,15.33333333,0,2401,T1,15.0
151806,CA,M,1420,351,420,4,14537,14,49,433,388,4.5,1,2501,S2,4.0
51731,TN,M,640,226,351,1,11829,1,55,302,289,10.75,1,5101,T2,20.0
17418,NC,F,853,289,440,2,17351,9,51,450,331,9.75,0,5401,S1,13.0
103953,MO,F,868,359,430,3,14270,1,60,384,399,2.315789474,0,0,T2,5.0
14552,FL,M,1518,449,523,26,17518,11,39,469,494,10.7,0,4906,T1,16.0
186109,IL,F,590,353,409,1,13030,2,83,403,362,8.217391304,28028,1309,T2,8.0
40283,FL,F,801,301,408,0,13339,17,21,370,360,15.2,0,5502,C2,25.0
142161,NV,M,675,336,372,0,11280,1,28,375,325,5.0,0,3001,T2,5.0
181337,WA,F,1217,465,598,19,29913,5,52,506,556,9.857142857,2,3011,C1,12.0
161646,CA,M,1897,369,520,41,18370,9,58,481,433,23.0,1,0,C1,23.0
181869,WA,male,1038,294,344,3,12639,2,46,317,325,7.0,1,2201,T2,10.0
55302,MS,M,878,607,654,1,20596,1,64,630,622,9.75,0,2402,S1,15.0
189508,IL,M,680,289,316,0,9856,36,55,325,293,4.666666667,1,0,0,7.0
129031,TX,M,1269,512,597,15,20906,16,50,574,540,4.254901961,1002,1702,U1,10.0
177962,OR,M,617,332,423,0,13784,1,43,363,353,4.533333333,2,2305,T2,5.0
171832,CA,M,1365,282,430,15,16473,8,52,359,356,25.0,4,0,U2,25.0
57992,KY,M,838,404,528,2,17321,0,72,436,493,4.866666667,1,4611,R1,5.0
132154,CO,M,1070,271,394,2,13186,3,36,388,330,8.25,1,1701,T1,15.0
150191,CA,M,2166,427,559,68,15653,15,54,515,471,9.090909091,1,4405,S2,11.0
25107,SC,F,803,333,417,1,14356,1,32,360,375,5.823529412,2,4805,R2,5.0
59645,IN,F,666,255,394,1,14934,1,77,332,325,4.5,0,3910,S2,4.0
139224,NM,F,279,144,211,0,7112,1,70,171,184,21.34545455,0,0,R3,15.0
53078,TN,F,1217,567,644,2,20593,5,43,614,608,19.0,28,5305,T1,25.0
125593,TX,F,876,364,529,2,19328,5,57,504,414,24.44444444,2,1609,S1,25.0
185525,KS,M,1076,593,613,0,18113,1,32,586,623,12.33333333,1,4907,S1,21.0
109848,LA,U,500,296,303,0,8662,1,91,313,291,12.14285714,0,4701,S2,21.0
170098,CA,F,877,183,289,9,11139,5,46,257,236,6.714285714,2,2801,R2,10.0
171358,CA,M,2631,689,816,80,38138,4,50,753,772,19.61538462,0,1802,T1,30.0
46165,FL,F,916,270,519,2,18827,3,21,388,401,11.18181818,0,2407,T2,15.0
121640,TX,F,1205,645,710,8,22842,16,33,651,699,20.0,2,6401,C1,35.0
178423,WA,F,1952,483,578,47,19585,8,52,527,522,5.222222222,0,0,S1,15.0
153528,CA,F,1620,393,485,5,13441,24,38,452,432,3.297619048,0,0,S2,5.0
56367,KY,M,301,195,354,0,10710,0,80,249,299,5.166666667,1,4701,R2,5.0
