CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
150248,CA,M,2182,555,569,67,17516,13,57,561,559,19.0,28,0,S2,25.0
177009,OR,,584,262,386,0,13898,1,52,332,346,7.421052632,0,0,R2,5.0
89642,IL,F,854,452,580,2,20510,4,73,478,498,8.666666667,0,0,C1,15.0
103913,MO,F,297,146,196,0,8352,0,61,175,178,9.214285714,0,5406,R3,11.0
76780,IA,F,688,408,510,1,17000,2,64,484,437,33.0,2,1601,T1,75.0
41901,MI,M,380,329,394,0,12349,1,77,355,340,26.44444444,1,5601,U3,100.0
137998,AZ,Female,547,251,306,0,10393,6,44,292,283,17.09090909,0,4701,S2,20.0
79136,WI,male,336,301,357,0,10835,1,74,316,326,8.083333333,1,2401,C3,10.0
46110,VT,male,876,281,353,2,11807,3,39,297,325,3.731707317,2,0,0,4.0
97774,IL,F,470,263,330,0,10776,1,68,297,296,17.88888889,0,5201,T2,25.0
103590,MO,M,397,203,284,0,9609,1,79,244,246,15.0,39002,0,R3,15.0
181998,WA,,1222,423,487,13,19730,10,25,492,472,6.272727273,0,6201,S2,20.0
10036,WA,male,1489,413,477,14,16434,2,66,397,481,25.0,2,2503,S1,25.0
175584,OR,M,454,283,448,0,14140,4,57,313,359,11.2,1,2505,S2,15.0
41905,FL,F,469,133,302,0,10321,1,27,200,218,6.6,0,0,U4,15.0
156449,CA,F,3261,364,523,94,19895,2,69,430,482,8.25,28,3601,U1,20.0
131465,CO,F,1113,393,493,2,18227,4,28,505,428,12.33333333,0,5401,T1,15.0
170889,CA,F,1254,420,438,1,15376,3,60,411,455,4.285714286,0,0,U2,7.0
103593,MO,F,397,203,284,0,9609,1,79,244,246,8.5,0,1505,R3,10.0
86017,SD,M,595,332,389,0,18324,3,63,347,368,7.125,1,702,C2,10.0
92891,IL,F,521,216,292,0,9845,13,80,243,260,5.266666667,0,2601,U4,5.0
143691,CA,F,4093,585,776,92,32301,7,44,697,685,15.25,0,3001,U1,15.0
44500,FL,F,686,169,253,3,9678,1,36,182,226,7.59375,0,4503,R2,5.0
7301,SD,M,284,222,309,0,9798,1,64,271,274,9.117647059,1,1801,0,10.0
8742,CO,,591,211,292,0,10661,10,62,246,249,2.944444444,2,2011,C3,3.0
42589,FL,F,822,318,488,13,17908,2,32,354,420,9.75,0,2809,C2,15.0
125086,TX,F,365,147,251,0,6802,9,86,218,215,5.538461539,2,4601,U4,6.0
82998,MN,F,833,381,416,0,13716,3,78,414,396,9.142857143,0,5510,S2,25.0
82548,MN,M,634,251,320,0,10092,2,82,271,296,5.25,0,3801,U3,10.0
190488,MO,F,1182,359,453,2,18266,3,43,430,386,19.43243243,0,4901,T1,25.0
54996,MS,M,336,196,251,0,8008,1,87,222,229,8.230769231,2,2812,R3,10.0
185880,IN,M,450,330,372,0,13149,1,68,344,357,10.125,1,1801,S3,13.0
119843,TX,F,417,185,253,0,10294,3,77,208,217,14.28571429,0,1209,R2,20.0
142564,CA,M,1943,426,523,45,16702,3,48,444,439,10.33333333,1,2401,U2,38.0
164796,CA,,3692,783,864,97,32609,14,38,826,827,7.2,0,3607,S2,12.0
171072,CA,F,1033,246,267,1,11090,3,50,256,260,12.625,28,0,U3,10.0
101143,MO,F,720,335,386,1,13406,0,75,390,341,4.4,0,2801,R2,10.0
171612,CA,F,1537,495,544,19,17689,13,58,509,528,8.375,0,3712,S1,20.0
85619,MN,F,435,181,265,0,9026,1,76,232,225,8.0,0,3803,R2,5.0
118905,TX,M,1362,724,724,1,23403,19,28,754,714,6.5625,0,4310,C1,10.0
793,CA,F,1568,328,451,15,17761,12,49,406,375,10.19047619,0,1006,S2,15.0
52547,Tennessee,M,309,147,217,0,6852,0,85,174,191,4.454545455,1,4001,R2,5.0
162313,CA,F,5975,1500,1331,99,90600,20,36,1500,1311,22.2,1,6201,S1,25.0
4320,AL,F,738,332,438,2,16613,1,67,379,387,11.0,2,801,T2,15.0
36690,FL,F,1631,682,831,25,26585,13,25,649,820,10.0,0,0,S1,3.0
158213,TX,M,1217,620,692,0,23408,2,37,654,655,4.555555556,0,0,U1,5.0
75522,IA,M,600,379,399,0,13988,1,74,417,376,6.333333333,2,0,C2,10.0
7346,CA,F,1936,353,409,44,9361,21,43,360,407,10.72727273,2,0,U2,15.0
718,CA,F,1215,296,373,9,12319,4,56,319,352,22.5625,2,2201,C2,35.0
171677,CA,,1375,92,203,0,12453,7,39,279,125,14.25,0,0,U4,25.0
96344,IL,F,293,219,270,0,10914,0,92,228,258,6.157894737,2,0,T3,10.0
178742,WA,F,1053,298,366,2,17021,5,37,343,319,10.71428571,2,1201,S2,10.0
22989,SC,F,596,301,344,0,10405,3,53,296,343,11.4,2,3101,T2,11.0
184644,AK,Male,1594,215,663,7,34426,7,26,526,330,25.0,0,2601,T3,20.0
7676,MT,female,466,244,307,0,10532,2,57,280,280,13.7826087,0,0,R2,35.0
83983,MN,M,866,375,573,4,24617,6,64,423,483,14.5,0,2305,S1,15.0
99567,MO,F,734,419,481,0,16029,3,71,470,452,11.25,0,3101,S2,15.0
141652,NV,F,997,416,422,0,14118,4,19,420,416,11.22222222,0,3801,S2,13.0
182325,WA,male,683,199,341,1,13282,5,40,278,245,9.0,0,0,C2,10.0
44370,FL,F,1226,354,464,10,21501,4,4,416,410,4.444444444,28,1502,C2,5.0
48338,AL,Male,511,288,351,1,11357,0,85,327,312,25.0,0,4301,T2,25.0
97077,IL,F,820,454,595,6,24703,5,67,476,555,9.5,0,2807,C1,12.0
160975,CO,M,1209,471,557,7,18220,4,24,496,524,12.5,0,0,T2,15.0
114828,OK,U,440,215,320,4,12060,1,59,254,278,3.14893617,2,0,R2,4.0
182181,WA,male,940,335,471,6,17478,6,50,408,404,16.0,0,6201,S1,20.0
75481,IA,M,363,250,390,0,13053,0,89,269,360,5.863636364,1,2901,R2,8.0
13566,IL,M,1493,346,475,12,16740,25,67,399,416,10.75,0,0,U2,13.0
187612,AZ,M,881,305,403,0,15128,5,28,379,348,13.4,1,0,S1,15.0
143529,CA,F,1310,327,399,5,11859,14,50,316,411,20.0,0,201,U3,25.0
152376,CA,F,2959,404,536,76,19718,15,31,434,500,9.444444444,0,0,S2,10.0
22150,NC,female,639,228,333,2,12224,1,77,269,289,3.8,0,4401,T3,5.0
120559,TX,M,379,179,278,0,8879,3,79,236,230,10.5,0,3601,T2,12.0
148213,CA,M,2776,651,717,94,19603,28,40,667,715,12.5,2,2901,S1,14.0
180787,WA,male,1113,206,271,7,11015,2,64,213,252,20.0,1002,6001,T2,20.0
118847,TX,F,583,224,262,11,11542,12,44,220,253,11.25,0,4010,C1,25.0
28713,GA,F,3306,1090,1065,96,34893,4,29,1109,1060,15.1,2,4801,S1,21.0
29777,GA,F,724,380,465,0,19961,4,62,443,424,10.66666667,0,2601,C1,10.0
42499,FL,M,680,181,421,5,19962,5,42,277,328,6.666666667,0,2901,R2,10.0
38987,FL,F,1314,339,493,17,19845,12,20,453,413,11.19047619,2,2611,S2,13.0
130936,CO,M,684,190,251,0,11141,4,41,218,225,12.33333333,1,1512,C3,15.0
21463,NC,female,499,260,324,0,10632,0,89,289,291,9.25,0,6201,T2,11.0
154531,CA,F,724,158,277,4,11223,10,38,213,226,5.057142857,0,2010,T2,5.0
165033,CA,M,3207,705,754,92,26498,20,43,763,708,16.25,1,5501,T1,10.0
12171,WA,F,659,272,347,0,11918,13,56,303,309,5.55,2,1301,S2,5.0
186462,NC,female,654,350,362,0,11564,0,83,377,333,4.285714286,2,1603,T2,8.0
70312,MI,F,549,367,430,0,12991,2,91,414,385,5.333333333,2,5901,T2,5.0
27267,GA,F,1094,412,604,27,23020,5,56,502,531,7.875,0,5801,T1,10.0
7048,CA,M,3431,549,664,86,20683,20,51,626,610,9.941176471,1002,3301,S1,15.0
144631,CA,F,2339,416,454,75,14849,27,47,416,442,12.85714286,0,6203,U2,25.0
134677,UT,,684,345,420,2,9317,1,74,359,397,5.0,28,0,T2,5.0
149792,CA,A,1949,288,374,44,16663,41,30,334,384,36.8,1,2401,0,100.0
169813,CA,F,3247,653,732,94,24693,5,63,666,722,11.0,0,5204,S1,15.0
135152,AZ,Female,850,270,347,2,14275,13,30,311,292,15.0,2,6801,S2,15.0
52593,Tennessee,F,524,244,300,0,10213,0,75,279,271,11.66666667,2,3801,R2,22.0
64161,IN,M,588,284,387,0,12127,0,84,353,360,9.5,1,2801,R2,11.0
116738,TX,F,956,422,516,5,17136,2,72,469,476,9.75,0,6101,T2,14.0
56831,KY,M,1368,723,779,4,27195,4,58,741,759,9.166666667,2,6701,S1,15.0
139107,AZ,Female,830,250,296,18,10544,2,12,260,278,52.0,0,3407,T3,50.0
28681,GA,M,896,441,569,5,17474,1,74,512,505,9.8,1,4612,T1,35.0
125446,TX,F,380,277,349,0,10379,5,84,293,325,9.884615385,2,3801,S3,10.0
95151,IL,F,302,202,304,0,9358,1,76,283,245,7.666666667,0,4601,R3,7.0
132394,CO,F,467,189,269,0,9668,1,44,231,237,7.0,2,1001,R2,11.0
151702,CA,F,2145,474,554,56,18340,11,55,492,522,11.57142857,0,4305,T1,15.0
65668,MI,F,404,180,257,0,8761,1,85,212,231,8.4,2,0,R3,10.0
167357,CA,M,2429,315,456,81,18050,9,50,413,375,8.75,1,5501,S1,12.0
117552,TX,F,2650,853,987,66,41814,7,38,965,870,13.75,0,4403,S1,20.0
75341,IA,F,595,362,560,1,18202,0,70,436,437,7.0,28,1403,T1,15.0
36774,FL,M,902,435,508,0,16699,21,32,465,481,10.0,1,4401,S1,21.0
139074,AZ,M,684,196,271,2,10133,3,13,222,247,12.2,1,2103,R2,20.0
58086,KY,F,240,99,191,0,6133,0,92,156,153,3.260869565,0,4401,R3,4.0
37637,FL,F,1305,511,705,14,35196,31,33,650,605,7.583333333,28,4906,C1,10.0
73625,MI,F,0,0,0,0,0,0,0,0,0,8.777777778,0,5806,U4,10.0
77845,WI,F,1117,448,500,5,17807,4,63,478,467,12.5,0,6101,T2,15.0
6615,FL,F,1701,355,615,39,25527,29,30,493,486,10.68421053,0,0,S1,11.0
35504,FL,F,834,343,379,0,16348,8,26,368,369,14.0,0,4901,S2,15.0
131845,CO,F,881,363,469,3,15179,5,29,412,428,9.0,2,4601,S3,15.0
189902,CA,F,1553,215,318,16,8322,55,34,238,295,5.863636364,0,4607,U4,6.0
34836,FL,F,705,204,300,6,12915,3,11,241,251,15.4,0,0,C2,15.0
123909,TX,M,529,413,473,0,13711,4,77,431,434,4.652173913,2,3211,C2,5.0
188913,AZ,Female,838,371,543,0,16220,4,25,469,465,13.73913044,0,0,S2,20.0
96426,IL,M,720,420,487,2,15469,1,84,448,452,7.923076923,2,5810,T2,10.0
23022,SC,M,777,297,563,4,24342,5,43,424,353,13.16666667,0,4604,S1,15.0
144099,CA,F,5000,462,766,99,39964,31,25,643,612,15.5,28,5801,U1,17.0
186965,KS,F,271,202,289,0,9865,0,61,236,242,9.866666667,0,3104,R3,13.0
106161,KS,F,172,187,278,0,9821,0,84,252,229,4.965517241,0,3203,R3,4.0
166742,CA,F,4705,839,930,98,41201,14,47,858,904,9.636363636,0,3610,C1,12.0
132145,CO,M,589,200,298,1,11309,1,50,239,266,6.142857143,0,0,R2,10.0
166485,CA,M,1823,271,412,39,15867,10,41,366,344,20.83333333,1,4406,U1,45.0
89209,IL,M,1003,483,464,3,14992,3,64,484,481,6.25,1,4703,S2,6.0
167165,CA,F,2600,345,503,85,18743,10,49,435,424,11.0,0,3501,U1,16.0
162169,CA,M,3451,599,691,96,22424,15,54,636,645,15.0,2,0,T1,20.0
31183,GA,M,621,254,387,1,13234,2,82,374,315,9.6,0,4301,T2,18.0
86340,SD,M,365,255,340,0,11180,1,77,309,287,6.933333333,2,0,R2,3.0
45584,TX,F,1861,349,641,40,25565,6,50,507,529,16.25,28,4706,S2,25.0
131106,CO,M,678,261,347,1,11625,2,44,292,303,13.33333333,0,0,T2,40.0
29105,GA,M,710,198,298,5,11679,1,63,242,260,6.296296296,0,0,R2,11.0
123667,TX,F,1287,534,632,11,31394,1,64,553,604,17.125,28,4301,T1,15.0
164188,CA,F,1525,466,551,17,17484,12,65,483,522,9.6,0,6201,T1,14.0
37528,FL,F,829,226,299,0,10281,79,14,244,270,6.833333333,0,0,U3,10.0
159417,CA,F,2574,305,348,82,11908,30,48,308,338,13.71428571,0,5912,S1,25.0
181382,WA,male,879,422,445,3,13128,4,50,422,445,8.0,2,0,R2,12.0
159358,CA,M,3950,414,634,96,24339,13,43,505,517,8.043478261,2,2201,S1,10.0
159550,CA,M,838,174,304,4,11984,3,44,221,251,11.2,1,5801,R2,10.0
167396,CA,M,4764,784,844,96,33464,9,53,791,829,20.0,0,0,S1,20.0
101673,MO,F,1162,529,612,7,18860,4,60,560,571,10.83333333,0,5702,C1,20.0
132767,WY,male,828,409,463,2,14309,1,43,426,419,11.66666667,1,2001,C1,15.0
178334,WA,J,1338,418,460,1,15772,7,44,449,419,9.166666667,0,2701,S2,11.0
109778,LA,M,944,413,571,12,22847,0,75,459,559,8.833333333,2,1801,C1,10.0
108176,LA,M,1060,559,655,1,21036,3,62,572,637,7.866666667,2,5611,T1,10.0
24949,SC,M,482,273,326,0,10431,0,80,305,286,10.7,0,4601,R2,16.0
12122,CA,F,2051,417,453,54,12747,23,58,416,454,23.125,2,5904,S2,12.0
171014,CA,M,1264,403,457,15,12093,8,60,427,424,25.0,1,4801,R2,25.0
152822,CA,F,1714,411,537,10,18267,8,53,467,501,10.0,0,6601,S2,20.0
150730,CA,F,1502,317,413,4,16754,9,47,352,389,11.66666667,28,4201,S2,2.0
65189,MI,M,450,292,373,0,12203,2,93,361,329,9.5,2,2409,S2,13.0
136990,AZ,M,1074,469,516,11,18042,2,34,472,510,6.12,0,5401,T1,8.0
148143,CA,F,3992,801,858,96,29156,15,46,821,839,6.666666667,0,0,C1,20.0
54762,MS,M,429,201,288,0,9672,0,86,257,243,7.333333333,0,1403,R2,16.0
107379,NE,F,493,215,321,0,9071,3,74,297,238,5.206896552,2,0,T2,5.0
132316,CO,M,814,343,472,2,17392,3,50,430,421,4.206896552,2,3711,T1,10.0
24277,SC,F,832,253,356,13,13519,3,34,289,312,12.28571429,2,0,T2,40.0
87217,MT,M,350,163,260,0,8402,1,76,203,221,12.6,0,2601,R2,20.0
113882,OK,M,260,159,253,0,9167,1,65,176,226,5.956521739,1,2601,T3,5.0
8912,OR,F,749,316,412,0,15051,4,56,339,378,16.85714286,0,4001,S2,20.0
28406,GA,M,4220,982,1114,94,68148,8,40,1311,954,12.0,0,3401,S1,19.0
70069,MI,F,330,179,235,0,8746,1,59,179,234,10.30769231,2,2603,C3,11.0
1102,MN,M,882,380,484,1,18642,2,78,430,431,11.33333333,1,1110,0,11.0
141888,NV,M,2030,458,588,51,22685,11,22,515,531,5.074074074,0,2807,T1,5.0
183412,WA,,383,178,228,0,7456,6,72,190,227,23.66666667,0,0,R2,50.0
128599,TX,M,441,318,327,0,13514,1,75,320,319,8.2,1,4701,C2,8.0
53496,Tennessee,F,625,375,413,0,14065,0,66,379,395,12.57142857,28,5009,S2,20.0
28381,GA,M,1602,309,565,24,19258,9,33,477,429,7.875,1,0,S1,15.0
6292,IL,F,1079,441,536,3,19972,4,72,452,502,13.24,0,1601,S1,20.0
21644,NC,female,543,253,354,1,12614,1,83,314,300,7.5,2,4001,T2,8.0
181075,WA,male,1464,480,544,19,18525,7,55,474,513,7.0,0,2101,T1,10.0
172863,CA,M,981,379,415,8,13631,2,69,383,396,6.5,1,2901,T2,9.0
97691,IL,J,879,464,493,0,15730,4,36,485,463,9.666666667,1002,3001,C1,16.0
115166,OK,F,683,371,484,2,17476,1,59,436,422,6.571428571,0,0,T1,5.0
88572,IL,F,1897,406,664,44,26951,15,67,519,476,15.0,0,2801,U1,15.0
122823,TX,F,1020,523,608,1,19432,6,50,544,586,21.25,0,0,T1,35.0
159180,CA,M,2221,540,570,73,16639,17,44,562,569,8.571428571,2,5201,C1,10.0
140171,NM,M,659,240,326,0,11242,10,63,280,303,9.5,1,2304,T2,15.0
74436,MI,M,429,179,316,0,11722,1,93,282,239,16.0,1002,5701,R3,37.0
92963,IL,M,900,437,1093,0,64360,17,42,1151,643,20.0,2,0,U1,20.0
170907,CA,F,2225,625,674,70,24493,8,55,632,662,10.0,0,6001,S1,15.0
93894,IL,F,540,310,399,0,11230,29,58,332,361,5.4375,2,1501,U3,11.0
133144,ID,M,274,170,232,0,9658,1,50,186,203,15.66666667,1,3001,R3,10.0
71347,MI,F,638,402,437,0,13264,0,91,418,418,4.636363636,2,5101,R2,4.0
67595,MI,F,157,107,213,0,5912,1,70,150,185,13.33333333,0,3508,U4,15.0
3550,IN,M,342,243,322,0,10488,1,87,291,277,11.5,1,1110,R2,10.0
141276,NV,M,714,299,343,0,12239,9,23,311,333,12.07142857,1,2005,C3,6.0
184255,WA,male,814,470,529,4,17455,5,58,484,509,16.33333333,1,3210,T1,25.0
181841,TX,F,652,427,491,0,15375,13,54,458,467,14.15789474,28,0,S2,20.0
182670,WA,male,394,321,420,1,15348,0,66,367,349,3.823529412,1,2304,R2,5.0
22645,SC,,416,191,247,0,7564,1,79,215,228,7.272727273,2,3604,R2,8.0
141834,NV,F,984,330,413,5,13871,5,19,357,375,9.5,0,3001,R2,8.0
129335,CO,M,919,488,529,0,16273,3,31,494,524,7.272727273,1002,5001,S1,12.0
98793,IL,M,332,213,300,0,9892,0,80,246,256,8.142857143,0,2801,R2,10.0
187691,NC,female,872,318,417,2,14570,0,68,394,362,4.222222222,0,0,T2,10.0
112495,AR,Female,698,287,454,5,17175,3,56,372,376,6.4,0,0,C2,8.0
129408,CO,M,818,405,438,0,13951,1,55,425,426,27.28571429,2,5110,S2,45.0
76316,IA,M,443,261,335,0,11545,1,79,309,292,9.8,1002,0,R2,13.0
23957,SC,F,441,246,289,0,8328,0,73,268,261,7.181818182,2,3701,T2,8.0
62704,IN,M,416,312,333,1,11719,0,76,317,328,10.2,1,4501,T2,12.0
42176,FL,F,759,299,386,6,15734,2,25,332,332,6.1,2,1410,C2,10.0
172888,CA,F,988,160,244,8,8591,0,61,164,223,15.0,0,0,T2,15.0
137015,AZ,Female,701,190,246,1,9630,3,27,220,217,6.9,0,2601,R3,10.0
31461,GA,F,752,278,408,6,14900,2,58,332,353,17.52941177,2,5601,R2,26.0
39438,FL,F,1344,458,671,31,44193,28,25,490,595,4.142857143,2,2401,C1,4.0
143518,CA,M,3645,336,491,88,27066,32,22,414,428,12.625,1,3411,U1,17.0
23412,SC,M,237,236,308,0,9638,2,81,323,251,11.0,1,5201,R2,19.0
46552,FL,F,1930,462,648,49,31606,3,23,520,581,10.33333333,0,0,T1,20.0
67422,MI,F,475,358,407,0,13136,2,85,384,376,25.0,0,2101,U3,30.0
140294,NM,,697,197,254,2,7659,12,51,208,244,9.666666667,0,0,0,15.0
1371,CA,F,2753,504,673,91,24127,15,41,613,620,20.0,0,2201,S1,35.0
177556,OR,F,613,246,329,4,11642,2,38,286,279,17.83333333,28,2104,C2,18.0
146182,CA,F,1834,408,463,20,15069,17,52,418,443,8.642857143,0,0,U2,10.0
150292,CA,M,1435,273,295,10,7822,56,34,270,300,15.0,1,1601,U4,10.0
142,NC,female,475,227,294,0,10221,1,80,276,264,6.0,0,0,R2,3.0
73762,MI,M,840,430,491,0,15111,5,75,448,469,17.5,1,4603,S2,25.0
120224,TX,F,391,282,304,0,11352,0,79,294,278,4.0,0,2711,C3,12.0
61586,IN,F,547,247,382,1,13661,4,64,320,306,12.625,0,2912,T2,10.0
139228,NM,M,1081,349,449,14,14846,3,56,401,417,26.57142857,1,4001,R1,43.0
72444,MI,M,521,364,419,0,13027,0,86,384,398,8.571428571,1002,6501,R2,10.0
182180,WA,male,754,290,332,0,10677,6,51,315,303,16.0,1,4801,S2,20.0
185972,GA,F,708,294,376,1,11850,1,75,346,332,7.181818182,28,2102,C3,10.0
73089,MI,F,764,272,424,6,16257,3,61,361,346,7.913043478,2,0,R2,15.0
130850,CO,U,869,315,399,4,13437,2,43,349,357,6.066666667,980,0,R2,7.0
45338,FL,F,698,232,340,1,14431,10,14,300,265,13.125,0,7004,S2,25.0
188860,TX,M,569,256,317,1,9118,0,92,270,310,6.647058824,1,2101,T2,10.0
89036,IL,F,1892,608,745,44,27443,9,80,659,704,9.5,0,2501,S2,30.0
61026,IN,F,499,270,372,1,12615,2,72,325,320,20.0,28,0,T2,20.0
186880,MO,F,313,138,216,0,7617,1,62,165,189,7.62962963,3,3903,R3,5.0
123871,TX,M,1324,770,841,5,33254,6,28,779,825,8.8,0,5211,C1,15.0
63104,IN,M,551,345,414,1,13717,0,86,376,391,12.8,1,4606,R2,40.0
181770,WA,male,1461,313,464,20,20659,7,31,342,411,6.368421053,1,2601,C1,7.0
142466,CA,F,951,168,229,2,5893,33,43,178,222,17.875,2,3805,U4,20.0
58284,KY,F,463,225,319,0,11650,0,74,274,278,3.6875,2,3201,R2,4.0
126483,TX,M,373,168,239,1,7538,15,66,190,221,15.0,1,2001,C2,15.0
56451,KY,M,781,403,473,0,15259,1,81,422,434,7.8,2,3801,T2,8.0
103111,MO,F,509,373,430,0,12992,0,90,377,410,15.0,0,6701,R2,10.0
3825,NV,M,943,412,413,0,15479,4,29,403,435,11.56,1,2404,S2,15.0
17145,NC,female,497,207,303,0,10030,0,91,250,254,20.0,0,0,R3,20.0
159868,CA,F,714,343,391,0,12568,3,69,363,372,9.055555556,2,2302,C3,15.0
24722,SC,M,551,247,354,2,12254,1,82,309,316,3.288888889,1,4401,T2,3.0
101058,MO,F,1123,547,662,20,20264,1,59,575,631,8.230769231,28,4001,T1,10.0
12822,LA,F,544,255,313,5,10281,0,84,305,282,6.666666667,28,103,T2,5.0
6185,CA,F,2258,360,470,66,15758,23,44,428,398,13.63636364,0,2501,U2,30.0
172929,CA,F,1516,369,539,34,16810,4,56,430,491,5.4,0,4801,C2,6.0
161492,CA,F,1437,509,664,23,25226,11,58,575,611,25.0,0,2401,S1,16.0
2154,WI,male,655,258,344,3,13780,2,74,274,314,19.4,0,2004,R2,15.0
100430,MO,F,2083,662,861,56,30627,7,48,833,726,40.0,0,4010,S1,25.0
153213,CA,F,2977,553,721,85,33460,7,48,659,627,13.14285714,0,0,U1,5.0
53763,Tennessee,M,1752,849,931,41,35260,1,28,869,914,14.0,1,4201,T1,15.0
74360,MI,F,704,327,417,2,15094,1,82,339,404,10.0,2,5901,R2,21.0
55027,MS,female,955,521,653,7,22275,1,69,573,621,10.96818182,0,2610,T1,5.0
115094,OK,,521,249,369,1,15515,1,70,307,322,14.88888889,0,0,T2,38.0
68589,MI,M,1662,777,871,25,37242,10,67,831,808,13.57142857,2,2905,S1,20.0
63135,Tennessee,F,776,378,439,1,14465,1,59,422,406,4.35,0,3310,C3,5.0
99890,MO,F,574,274,407,0,18084,0,76,324,348,9.625,3,2810,T2,15.0
124520,TX,F,570,310,352,0,12329,2,79,339,333,6.904761905,28,4307,C2,8.0
166651,CA,F,1333,220,395,11,14312,21,40,359,300,15.0,0,5001,C2,20.0
154224,WA,male,1364,321,471,6,18060,4,53,471,384,9.225806452,0,1701,S2,10.0
166937,CA,M,2098,417,489,57,20544,16,50,476,450,11.0,1,1907,S1,10.0
149196,CA,M,3273,609,659,93,35239,14,37,608,694,16.66666667,1,2101,U1,20.0
155040,CA,,1382,316,456,15,16979,24,36,360,384,15.2173913,0,601,S1,25.0
4393,MN,M,1047,213,388,5,15868,6,62,305,294,9.516129032,1,1006,C2,10.0
85390,MN,M,698,388,448,0,12449,0,85,412,418,9.5,1,4701,R1,12.0
11064,IL,F,1075,366,455,0,14394,1,90,449,373,10.31578947,0,1605,S2,10.0
148523,CA,M,4286,811,947,95,33614,24,41,910,883,15.0,1,1801,S1,25.0
189027,IL,F,606,339,421,0,13281,1,78,402,370,8.80952381,2,1911,R1,10.0
63107,IN,M,578,310,427,0,19153,4,80,370,340,4.733333333,1,2712,T2,10.0
120366,TX,M,914,445,541,0,22258,5,31,515,469,6.666666667,0,5201,T2,9.0
4588,IN,M,561,337,362,0,12185,0,78,357,334,12.4375,0,1608,R2,15.0
164899,CA,F,2094,352,456,56,14963,12,66,401,395,23.0,0,4101,S2,23.0
129766,NE,M,960,566,634,0,18502,2,49,587,600,15.28571429,0,5201,S2,20.0
1799,NC,M,860,358,435,2,14984,3,63,395,393,9.238095238,0,0,C2,10.0
151547,CA,M,1463,228,351,7,11400,15,49,247,343,15.0,1,3201,U3,5.0
169955,CA,M,1588,238,369,33,14499,7,48,328,295,28.75,1,2401,R1,50.0
98275,IL,J,284,224,326,0,11129,0,88,252,284,9.071428571,1002,0,R2,9.0
6298,SC,F,598,292,413,0,12864,0,82,426,352,6.84375,2,2509,T2,7.0
32880,FL,F,695,304,346,7,15245,4,38,299,325,12.2,28,4005,S2,10.0
26669,GA,F,477,301,389,1,13345,0,79,345,342,5.833333333,2,0,R2,1.0
36081,FL,M,1201,419,474,8,17269,2,36,465,449,6.352941177,1,3110,C1,17.0
140928,NV,F,1117,461,450,3,16614,6,28,461,461,20.94444444,2,2801,S2,21.0
84390,MN,M,465,213,312,0,10736,1,80,281,259,7.533333333,1,1801,R2,5.0
83709,MN,M,680,335,357,0,13525,3,81,324,358,6.363636364,2,2512,S2,10.0
27854,GA,F,679,475,466,0,13724,2,50,468,477,5.5625,2,3111,C2,5.0
139302,NM,M,592,273,315,0,7582,4,79,294,290,21.66666667,0,4003,S3,25.0
87538,MT,female,561,189,282,0,9557,1,62,243,233,8.333333333,0,0,R2,10.0
173571,HI,M,2575,521,584,74,17578,5,80,551,561,17.5,0,0,T2,25.0
55091,MS,female,364,187,263,1,8562,0,89,216,234,25.0,0,5001,R3,10.0
2861,WA,male,817,388,422,0,13502,3,60,404,390,7.785714286,0,3701,S2,7.0
141666,NV,M,1105,229,374,7,15856,12,14,285,303,10.5,1,0,C1,16.0
165857,CA,F,1269,409,490,3,17132,5,55,457,443,3.4,28,2201,C2,4.0
172464,CA,M,1257,231,535,20,19180,10,54,509,350,5.625,0,0,T2,6.0
168171,CA,F,3938,203,344,50,15598,10,38,325,271,13.57142857,0,4511,C2,10.0
68563,MI,F,2119,956,987,58,50910,11,72,1010,964,22.5,0,3601,S1,30.0
7160,WA,male,1117,376,439,9,14428,2,62,397,413,14.44444444,2,906,T2,14.0
129779,CO,F,1200,529,529,2,18107,1,39,552,516,14.68421053,0,3012,S1,12.0
112504,AR,Female,773,521,566,0,18085,0,61,545,530,5.833333333,0,2401,C1,10.0
69536,MI,,394,228,276,0,9401,2,90,244,251,6.0,1,1301,R3,8.0
5321,CA,U,2220,550,636,67,19233,11,43,617,576,25.0,0,5401,S1,25.0
162849,CA,F,3242,340,457,93,21061,14,40,408,398,3.25,0,2909,U1,9.0
58079,KY,F,253,89,167,0,5372,0,83,125,139,13.55555556,0,0,R3,10.0
54393,MS,female,918,364,484,7,18685,0,68,390,464,13.0,2,3001,R1,23.0
162618,CA,F,2670,427,551,88,15703,18,58,502,496,4.714285714,2,2201,S2,4.0
80449,WI,F,550,306,390,0,15148,2,85,360,349,5.866666667,0,5203,C2,10.0
111142,AR,Female,505,222,374,0,14178,4,40,253,342,7.35,2,2501,T2,10.0
109710,LA,M,825,488,561,1,16933,0,71,522,518,6.181818182,1,4201,T1,5.0
67000,MI,F,914,406,423,1,13658,0,81,419,425,7.454545455,0,2601,C2,9.0
124315,TX,F,524,341,404,0,17305,12,54,357,384,9.666666667,0,6812,C2,5.0
138239,AZ,Female,2026,655,829,51,31520,7,29,711,756,12.5,0,5501,S1,10.0
85894,SD,M,396,248,304,1,10419,1,18,274,284,3.125,1002,6101,R2,3.0
